date,netvalue(A),price(A),overload(A)(%),netvalue(B),price(B),overload(B)(%),basevalue,overload(overall)(%)
2015-01-05,1.006,0.92,-8.549,2.006,2.109,5.135,1.506,0.564
2015-01-06,1,0.916,-8.4,1,2.09,109,1,50.3
2015-01-07,1,0.916,-8.4,1,2.09,109,1,50.3
2015-01-08,1,0.906,-9.4,0.954,1.1,15.304,0.977,2.661
2015-01-09,1,0.887,-11.3,0.95,1.21,27.368,0.975,7.538
2015-01-12,1.001,0.884,-11.688,0.935,1.1,17.647,0.968,2.479
2015-01-13,1.001,0.884,-11.688,0.935,1.042,11.444,0.968,-0.517
2015-01-14,1.001,0.89,-11.089,0.929,1.025,10.334,0.965,-0.777
2015-01-15,1.001,0.904,-9.69,0.979,1.067,8.989,0.99,-0.455
2015-01-16,1.002,0.903,-9.88,0.994,1.085,9.155,0.998,-0.401
2015-01-19,1.002,0.912,-8.982,0.846,0.977,15.485,0.924,2.219
2015-01-20,1.002,0.913,-8.882,0.87,0.948,8.966,0.936,-0.588
2015-01-21,1.002,0.913,-8.882,0.95,1.03,8.421,0.976,-0.461
2015-01-22,1.003,0.914,-8.873,0.959,1.032,7.612,0.981,-0.815
2015-01-23,1.003,0.916,-8.674,0.961,1.04,8.221,0.982,-0.407
2015-01-26,1.003,0.925,-7.777,0.975,1.05,7.692,0.989,-0.152
2015-01-27,1.003,0.93,-7.278,0.959,1.02,6.361,0.981,-0.612
2015-01-28,1.004,0.928,-7.57,0.932,1.001,7.403,0.968,-0.362
2015-01-29,1.004,0.926,-7.769,0.908,0.977,7.599,0.956,-0.471
2015-01-30,1.004,0.924,-7.968,0.884,0.971,9.842,0.944,0.371
2015-02-02,1.004,0.921,-8.267,0.842,0.928,10.214,0.923,0.163
2015-02-03,1.005,0.921,-8.358,0.883,0.965,9.287,0.944,-0.106
2015-02-04,1.005,0.923,-8.159,0.865,0.943,9.017,0.935,-0.214
2015-02-05,1.005,0.923,-8.159,0.847,0.94,10.98,0.926,0.594
2015-02-06,1.005,0.924,-8.06,0.819,0.909,10.989,0.912,0.493
2015-02-09,1.006,0.93,-7.555,0.834,0.921,10.432,0.92,0.598
2015-02-10,1.006,0.932,-7.356,0.864,0.933,7.986,0.935,-0.267
2015-02-11,1.006,0.936,-6.958,0.878,0.937,6.72,0.942,-0.584
2015-02-12,1.006,0.944,-6.163,0.882,0.936,6.122,0.944,-0.424
2015-02-13,1.006,0.952,-5.368,0.896,0.947,5.692,0.951,-0.158
2015-02-16,1.007,0.956,-5.065,0.909,0.962,5.831,0.958,0.104
2015-02-17,1.007,0.958,-4.866,0.921,0.975,5.863,0.964,0.259
2015-02-25,1.008,0.954,-5.357,0.898,0.938,4.454,0.953,-0.735
2015-02-26,1.009,0.959,-4.955,0.941,0.995,5.739,0.975,0.205
2015-02-27,1.009,0.96,-4.856,0.945,0.99,4.762,0.977,-0.205
2015-03-02,1.009,0.949,-5.946,0.959,1.006,4.901,0.984,-0.661
2015-03-03,1.009,0.944,-6.442,0.911,0.964,5.818,0.96,-0.625
2015-03-04,1.01,0.946,-6.337,0.922,0.977,5.965,0.966,-0.466
2015-03-05,1.01,0.946,-6.337,0.904,0.954,5.531,0.957,-0.731
2015-03-06,1.01,0.949,-6.04,0.894,0.945,5.705,0.952,-0.525
2015-03-09,1.01,0.95,-5.941,0.926,0.977,5.508,0.968,-0.465
2015-03-10,1.011,0.947,-6.33,0.915,0.968,5.792,0.963,-0.571
2015-03-11,1.011,0.95,-6.034,0.917,0.972,5.998,0.964,-0.311
2015-03-12,1.011,0.952,-5.836,0.953,1.008,5.771,0.982,-0.204
2015-03-13,1.011,0.954,-5.638,0.965,1.012,4.87,0.988,-0.506
2015-03-16,1.012,0.96,-5.138,1.01,1.049,3.861,1.011,-0.643
2015-03-17,1.012,0.971,-4.051,1.034,1.069,3.385,1.023,-0.293
2015-03-18,1.012,0.987,-2.47,1.08,1.135,5.093,1.046,1.434
2015-03-19,1.012,0.97,-4.15,1.076,1.124,4.461,1.044,0.287
2015-03-20,1.012,0.971,-4.051,1.104,1.171,6.069,1.058,1.229
2015-03-23,1.013,0.962,-5.035,1.143,1.207,5.599,1.078,0.603
2015-03-24,1.013,0.956,-5.627,1.145,1.194,4.279,1.079,-0.371
2015-03-25,1.013,0.961,-5.133,1.127,1.158,2.751,1.07,-0.981
