date,netvalue(A),price(A),overload(A)(%),netvalue(B),price(B),overload(B)(%),basevalue,overload(overall)(%)
2015-01-05,1.001,1.021,1.998,1.5443,1.55,0.367,1.327,0.859
2015-01-06,1.001,1.021,1.998,1.5673,1.597,1.895,1.3408,1.924
2015-01-07,1.0012,0.97,-3.116,1.5704,1.664,5.96,1.3427,3.255
2015-01-08,1.0013,0.962,-3.925,1.5531,1.63,4.951,1.3324,2.282
2015-01-09,1.0015,0.96,-4.144,1.5392,1.602,4.08,1.3241,1.594
2015-01-12,1.002,0.965,-3.693,1.5088,1.57,4.056,1.3061,1.677
2015-01-13,1.0022,0.969,-3.313,1.5367,1.535,-0.111,1.3229,-1.081
2015-01-14,1.0023,0.961,-4.121,1.5266,1.523,-0.236,1.3169,-1.42
2015-01-15,1.0025,0.972,-3.042,1.5532,1.55,-0.206,1.3329,-1.058
2015-01-16,1.0027,0.979,-2.364,1.5809,1.578,-0.183,1.3496,-0.83
2015-01-19,1.0032,0.964,-3.907,1.488,1.516,1.882,1.2941,0.085
2015-01-20,1.0033,0.97,-3.319,1.5633,1.547,-1.043,1.3393,-1.725
2015-01-21,1.0035,0.984,-1.943,1.618,1.62,0.124,1.3722,-0.481
2015-01-22,1.0037,0.993,-1.066,1.6474,1.629,-1.117,1.3899,-1.101
2015-01-23,1.0038,1.046,4.204,1.6256,1.608,-1.083,1.3769,0.458
2015-01-26,1.0043,1.06,5.546,1.674,1.621,-3.166,1.4061,-0.676
2015-01-27,1.0045,1.045,4.032,1.6802,1.621,-3.523,1.4099,-1.369
2015-01-28,1.0047,1.048,4.31,1.6679,1.633,-2.092,1.4026,-0.257
2015-01-29,1.0048,1.026,2.11,1.653,1.618,-2.117,1.3937,-0.897
2015-01-30,1.005,1.03,2.488,1.6262,1.602,-1.488,1.3777,-0.327
2015-02-02,1.0055,1.013,0.746,1.6163,1.604,-0.761,1.372,-0.321
2015-02-03,1.0057,1.024,1.82,1.6542,1.626,-1.705,1.3948,-0.688
2015-02-04,1.0058,1.023,1.71,1.645,1.6,-2.736,1.3893,-1.447
2015-02-05,1.006,1.025,1.889,1.634,1.622,-0.734,1.3828,0.029
2015-02-06,1.0062,1.012,0.576,1.5882,1.585,-0.201,1.3554,0.03
2015-02-09,1.0067,1.006,-0.07,1.5759,1.594,1.149,1.3482,0.786
2015-02-10,1.0068,1.006,-0.079,1.6045,1.568,-2.275,1.3654,-1.626
2015-02-11,1.007,1.016,0.894,1.629,1.598,-1.903,1.3802,-1.087
2015-02-12,1.0072,1.016,0.874,1.6444,1.616,-1.727,1.3895,-0.972
2015-02-13,1.0073,1.029,2.154,1.6786,1.643,-2.121,1.4101,-0.901
2015-02-16,1.0078,1.032,2.401,1.7185,1.678,-2.357,1.4342,-1.018
2015-02-17,1.008,1.052,4.365,1.734,1.685,-2.826,1.4436,-0.817
2015-02-25,1.0093,1.05,4.032,1.7291,1.673,-3.244,1.4412,-1.207
2015-02-26,1.0095,1.06,5.002,1.7533,1.697,-3.211,1.4558,-0.934
2015-02-27,1.0097,1.065,5.477,1.7727,1.716,-3.199,1.4675,-0.811
2015-03-02,1.0102,1.049,3.841,1.8195,1.768,-2.83,1.4958,-1.03
2015-03-03,1.0104,1.043,3.226,1.8104,1.771,-2.176,1.4904,-0.711
2015-03-04,1.0105,1.068,5.69,1.8467,1.775,-3.883,1.5122,-1.323
2015-03-05,1.0107,1.072,6.065,1.8455,1.777,-3.712,1.5116,-1.098
2015-03-06,1.0109,1.071,5.945,1.8152,1.764,-2.821,1.4935,-0.449
2015-03-09,1.0114,1.088,7.574,1.8456,1.77,-4.096,1.5119,-0.972
2015-03-10,1.0115,1.08,6.772,1.8708,1.795,-4.052,1.5271,-1.185
2015-03-11,1.0117,1.077,6.454,1.8654,1.791,-3.988,1.5239,-1.214
2015-03-12,1.0119,1.088,7.521,1.8637,1.79,-3.954,1.523,-0.906
2015-03-13,1.012,1.08,6.719,1.8913,1.828,-3.347,1.5396,-0.701
2015-03-16,1.0125,1.09,7.654,1.9638,1.95,-0.703,1.5833,1.434
2015-03-17,1.0127,1.099,8.522,2.0022,1.95,-2.607,1.6064,0.199
2015-03-18,1.0129,1.104,8.994,2.0427,2.066,1.141,1.6308,3.091
2015-03-19,1.013,1.098,8.391,2.0642,2.025,-1.899,1.6437,0.639
2015-03-20,1.0132,1.074,6.001,2.0919,2.05,-2.003,1.6604,-0.048
2015-03-23,1.0137,1.068,5.357,2.1577,2.094,-2.952,1.7001,-0.971
2015-03-24,1.0139,1.081,6.618,2.1709,2.129,-1.93,1.7081,0.1
2015-03-25,1.014,1.083,6.805,2.2018,2.166,-1.626,1.7267,0.353
2015-03-26,1.0142,1.081,6.586,2.1802,2.145,-1.615,1.7138,0.327
2015-03-27,1.0144,1.079,6.368,2.2114,2.138,-3.319,1.7326,-1.05
2015-03-30,1.0149,1.087,7.104,2.2437,2.193,-2.26,1.7522,-0.091
2015-03-31,1.0151,1.079,6.295,2.2473,2.195,-2.327,1.7544,-0.331
2015-04-01,1.0152,1.08,6.383,2.3132,2.274,-1.695,1.794,0.134
2015-04-02,1.0154,1.074,5.771,2.3646,2.35,-0.617,1.8249,0.806
2015-04-03,1.0156,1.077,6.046,2.4101,2.379,-1.29,1.8523,0.319
2015-04-07,1.0162,1.08,6.278,2.4805,2.399,-3.286,1.8948,-1.235
2015-04-08,1.0164,1.07,5.274,2.4584,2.389,-2.823,1.8816,-1.074
2015-04-09,1.0166,1.074,5.646,2.4351,2.311,-5.096,1.8677,-2.757
2015-04-10,1.0167,1.181,16.16,2.5142,2.407,-4.264,1.9152,0.073
2015-04-13,1.0173,1.299,27.691,2.5786,2.648,2.691,1.9541,7.896
2015-04-14,1.0174,1.429,40.456,2.5766,2.913,13.056,1.9529,18.767
2015-04-15,1.0176,1.286,26.376,2.4608,2.622,6.551,1.8835,10.836
2015-04-16,1.0178,1.157,13.677,2.5005,2.491,-0.38,1.9074,2.621
2015-04-17,1.0179,1.132,11.209,2.5247,2.443,-3.236,1.922,-0.177
2015-04-20,1.0184,1.077,5.754,2.4659,2.38,-3.484,1.8869,-1.489
2015-04-21,1.0186,1.093,7.304,2.5686,2.486,-3.216,1.9486,-1.016
2015-04-22,1.0188,1.08,6.007,2.6478,2.62,-1.05,1.9962,0.391
2015-04-23,1.0189,1.066,4.623,2.6801,2.636,-1.645,2.0156,-0.377
2015-04-24,1.0191,1.1,7.938,2.6819,2.573,-4.061,2.0168,-1.636
2015-04-27,1.0196,1.21,18.674,2.7156,2.563,-5.619,2.0372,-0.756
2015-04-28,1.0198,1.31,28.457,2.617,2.492,-4.776,1.9781,2.078
2015-04-29,1.02,1.23,20.588,2.6767,2.521,-5.817,2.014,-0.467
2015-04-30,1.0201,1.193,16.949,2.6916,2.562,-4.815,2.023,-0.425
2015-05-04,1.0208,1.18,15.596,2.7063,2.531,-6.477,2.0321,-2.042
2015-05-05,1.021,1.218,19.295,2.5887,2.419,-6.555,1.9616,-1.173
2015-05-06,1.0211,1.2,17.52,2.5449,2.4,-5.694,1.9354,-0.796
2015-05-07,1.0213,1.228,20.239,2.4763,2.327,-6.029,1.8943,-0.364
2015-05-08,1.0215,1.227,20.117,2.5895,2.428,-6.237,1.9623,-0.749
2015-05-11,1.022,1.229,20.254,2.7223,2.583,-5.117,2.0422,-0.039
2015-05-12,1.0222,1.215,18.861,2.7934,2.655,-4.955,2.0849,-0.283
2015-05-13,1.0223,1.204,17.774,2.8235,2.657,-5.897,2.103,-1.293
2015-05-14,1.0225,1.188,16.186,2.8192,2.659,-5.682,2.1005,-1.423
2015-05-15,1.0227,1.211,18.412,2.7917,2.65,-5.076,2.0841,-0.465
2015-05-18,1.0232,1.198,17.084,2.8545,2.717,-4.817,2.122,-0.594
