date,netvalue(A),price(A),overload(A)(%),netvalue(B),price(B),overload(B)(%),basevalue,overload(overall)(%)
2015-01-05,1,0.874,-12.6,1.084,1.26,16.236,1.042,2.399
2015-01-06,1,0.874,-12.6,1.066,1.251,17.355,1.033,2.856
2015-01-07,1,0.9,-10,1.082,1.31,21.072,1.041,6.148
2015-01-08,1,0.832,-16.8,1.096,1.296,18.248,1.048,1.527
2015-01-09,1.001,0.831,-16.983,1.099,1.29,17.379,1.05,1
2015-01-12,1.001,0.829,-17.183,1.105,1.263,14.299,1.053,-0.665
2015-01-13,1.001,0.831,-16.983,1.119,1.27,13.494,1.06,-0.896
2015-01-14,1.001,0.832,-16.883,1.111,1.26,13.411,1.056,-0.947
2015-01-15,1.002,0.834,-16.766,1.13,1.275,12.832,1.066,-1.079
2015-01-16,1.002,0.839,-16.267,1.11,1.271,14.505,1.056,-0.095
2015-01-19,1.002,0.843,-15.868,1.08,1.209,11.944,1.041,-1.441
2015-01-20,1.002,0.847,-15.469,1.098,1.228,11.84,1.05,-1.19
2015-01-21,1.002,0.844,-15.768,1.134,1.27,11.993,1.068,-1.03
2015-01-22,1.003,0.845,-15.753,1.147,1.284,11.944,1.075,-0.977
2015-01-23,1.003,0.85,-15.254,1.179,1.303,10.517,1.091,-1.329
2015-01-26,1.003,0.86,-14.257,1.185,1.3,9.705,1.094,-1.28
2015-01-27,1.003,0.866,-13.659,1.175,1.293,10.043,1.089,-0.872
2015-01-28,1.004,0.868,-13.546,1.178,1.295,9.932,1.091,-0.871
2015-01-29,1.004,0.861,-14.243,1.156,1.271,9.948,1.08,-1.296
2015-01-30,1.004,0.861,-14.243,1.15,1.275,10.87,1.077,-0.836
2015-02-02,1.004,0.859,-14.442,1.15,1.266,10.087,1.077,-1.346
2015-02-03,1.004,0.864,-13.944,1.156,1.278,10.554,1.08,-0.833
2015-02-04,1.005,0.864,-14.03,1.163,1.286,10.576,1.084,-0.83
2015-02-05,1.005,0.861,-14.328,1.173,1.279,9.037,1.089,-1.745
2015-02-06,1.005,0.866,-13.831,1.161,1.276,9.905,1.083,-1.108
2015-02-09,1.005,0.867,-13.731,1.153,1.271,10.234,1.079,-0.927
2015-02-10,1.006,0.869,-13.618,1.152,1.267,9.983,1.079,-1.019
2015-02-11,1.006,0.87,-13.519,1.134,1.254,10.582,1.07,-0.748
2015-02-12,1.006,0.876,-12.922,1.142,1.25,9.457,1.074,-1.024
2015-02-13,1.006,0.885,-12.028,1.162,1.265,8.864,1.084,-0.83
2015-02-16,1.006,0.887,-11.829,1.166,1.263,8.319,1.086,-1.013
2015-02-17,1.007,0.891,-11.519,1.171,1.27,8.454,1.089,-0.781
2015-02-25,1.008,0.889,-11.806,1.172,1.271,8.447,1.09,-0.917
2015-02-26,1.008,0.89,-11.706,1.182,1.28,8.291,1.095,-0.913
2015-02-27,1.008,0.889,-11.806,1.18,1.285,8.898,1.094,-0.64
2015-03-02,1.009,0.889,-11.893,1.187,1.284,8.172,1.098,-1.047
2015-03-03,1.009,0.889,-11.893,1.175,1.28,8.936,1.092,-0.687
2015-03-04,1.009,0.887,-12.091,1.155,1.271,10.043,1.082,-0.277
2015-03-05,1.009,0.882,-12.587,1.137,1.258,10.642,1.073,-0.28
2015-03-06,1.009,0.885,-12.289,1.137,1.252,10.114,1.073,-0.419
2015-03-09,1.01,0.883,-12.574,1.134,1.255,10.67,1.072,-0.28
2015-03-10,1.01,0.881,-12.772,1.114,1.242,11.49,1.062,-0.047
2015-03-11,1.01,0.884,-12.475,1.1,1.229,11.727,1.055,0.142
2015-03-12,1.01,0.882,-12.673,1.108,1.232,11.191,1.059,-0.189
2015-03-13,1.01,0.882,-12.673,1.108,1.234,11.372,1.059,-0.094
2015-03-16,1.011,0.882,-12.76,1.121,1.248,11.329,1.066,-0.094
2015-03-17,1.011,0.886,-12.364,1.115,1.25,12.108,1.063,0.47
2015-03-18,1.011,0.894,-11.573,1.133,1.273,12.357,1.072,1.073
2015-03-19,1.011,0.894,-11.573,1.161,1.27,9.388,1.086,-0.368
2015-03-20,1.011,0.891,-11.869,1.153,1.272,10.321,1.082,-0.046
2015-03-23,1.012,0.887,-12.352,1.16,1.281,10.431,1.086,-0.184
2015-03-24,1.012,0.878,-13.241,1.152,1.281,11.198,1.082,-0.231
2015-03-25,1.012,0.875,-13.538,1.162,1.278,9.983,1.087,-0.966
2015-03-26,1.012,0.882,-12.846,1.158,1.276,10.19,1.085,-0.553
2015-03-27,1.012,0.88,-13.043,1.158,1.273,9.931,1.085,-0.783
2015-03-30,1.013,0.868,-14.314,1.191,1.4,17.548,1.102,2.904
2015-03-31,1.013,0.866,-14.511,1.193,1.48,24.057,1.103,6.346
2015-04-01,1.013,0.863,-14.808,1.201,1.459,21.482,1.107,4.878
2015-04-02,1.013,0.864,-14.709,1.201,1.605,33.639,1.107,11.518
2015-04-03,1.014,0.866,-14.596,1.198,1.766,47.412,1.106,18.987
2015-04-07,1.014,0.859,-15.286,1.196,1.83,53.01,1.105,21.674
2015-04-08,1.014,0.85,-16.174,1.2,1.729,44.083,1.107,16.486
2015-04-09,1.015,0.857,-15.567,1.221,1.868,52.989,1.118,21.869
2015-04-10,1.015,0.844,-16.847,1.225,1.708,39.429,1.12,13.929
2015-04-13,1.015,0.847,-16.552,1.261,1.611,27.756,1.138,7.996
2015-04-14,1.015,0.849,-16.355,1.225,1.482,20.98,1.12,4.063
2015-04-15,1.015,0.857,-15.567,1.229,1.407,14.483,1.122,0.891
