date,netvalue(A),price(A),overload(A)(%),netvalue(B),price(B),overload(B)(%),basevalue,overload(overall)(%)
2015-04-10,1.0024,0.902,-10.016,1.0114,1.066,5.398,1.0069,-2.274
2015-04-13,1.0029,0.84,-16.243,1.0339,1.173,13.454,1.0184,-1.168
2015-04-14,1.003,0.842,-16.052,1.0106,1.29,27.647,1.0068,5.88
2015-04-15,1.0032,0.849,-15.371,0.937,1.178,25.72,0.9701,4.474
2015-04-16,1.0033,0.855,-14.781,0.9621,1.115,15.892,0.9827,0.234
2015-04-17,1.0035,0.856,-14.699,0.9667,1.107,14.513,0.9851,-0.365
2015-04-20,1.0039,0.862,-14.135,0.9375,1.075,14.667,0.9707,-0.227
2015-04-21,1.0041,0.862,-14.152,1.0261,1.154,12.465,1.0151,-0.699
2015-04-22,1.0042,0.866,-13.762,1.071,1.183,10.458,1.0376,-1.263
2015-04-23,1.0044,0.867,-13.68,1.1028,1.217,10.355,1.0536,-1.101
2015-04-24,1.0045,0.867,-13.688,1.1183,1.233,10.257,1.0614,-1.074
2015-04-27,1.005,0.871,-13.333,1.124,1.243,10.587,1.0645,-0.705
2015-04-28,1.0051,0.873,-13.143,1.0527,1.191,13.138,1.0289,0.301
2015-04-29,1.0053,0.877,-12.762,1.1163,1.235,10.633,1.0608,-0.452
2015-04-30,1.0054,0.866,-13.865,1.1354,1.291,13.704,1.0704,0.757
2015-05-04,1.006,0.858,-14.712,1.1142,1.258,12.906,1.0601,-0.198
2015-05-05,1.0062,0.852,-15.325,1.0412,1.188,14.099,1.0237,-0.361
2015-05-06,1.0063,0.843,-16.228,1.0587,1.202,13.535,1.0325,-0.969
2015-05-07,1.0065,0.84,-16.542,1.0367,1.206,16.331,1.0216,0.137
2015-05-08,1.0066,0.846,-15.955,1.1464,1.321,15.23,1.0765,0.65
2015-05-11,1.0071,0.843,-16.294,1.2621,1.453,15.126,1.1346,1.181
2015-05-12,1.0072,0.846,-16.005,1.329,1.53,15.124,1.1681,1.704
2015-05-13,1.0074,0.843,-16.319,1.3426,1.637,21.928,1.175,5.532
2015-05-14,1.0075,0.852,-15.434,1.3147,1.801,36.989,1.1611,14.245
2015-05-15,1.0077,0.85,-15.649,1.3117,1.621,23.58,1.1597,6.536
2015-05-18,1.0081,0.844,-16.278,1.3651,1.531,12.153,1.1866,0.076
2015-05-19,1.0083,0.844,-16.295,1.4033,1.546,10.169,1.2058,-0.896
2015-05-20,1.0084,0.848,-15.906,1.4552,1.59,9.263,1.2318,-1.039
2015-05-21,1.0086,0.854,-15.328,1.5332,1.656,8.009,1.2709,-1.251
2015-05-22,1.0087,0.861,-14.643,1.5365,1.655,7.712,1.2726,-1.147
2015-05-25,1.0092,0.856,-15.18,1.562,1.678,7.426,1.2856,-1.447
2015-05-26,1.0093,0.833,-17.468,1.6689,1.846,10.612,1.3391,0.03
2015-05-27,1.0095,0.811,-19.663,1.6459,1.913,16.228,1.3277,2.583
2015-05-28,1.0096,0.823,-18.483,1.4902,1.722,15.555,1.2499,1.808
