date,netvalue(A),price(A),overload(A)(%),netvalue(B),price(B),overload(B)(%),basevalue,overload(overall)(%)
2015-01-05,1.003,0.851,-15.155,1.495,1.65,10.368,1.249,0.12
2015-01-06,1.003,0.861,-14.158,1.493,1.61,7.837,1.248,-1.002
2015-01-07,1.004,0.869,-13.446,1.494,1.602,7.229,1.249,-1.081
2015-01-08,1.004,0.871,-13.247,1.434,1.551,8.159,1.219,-0.656
2015-01-09,1.004,0.871,-13.247,1.424,1.547,8.638,1.214,-0.412
2015-01-12,1.004,0.875,-12.849,1.4,1.517,8.357,1.202,-0.499
2015-01-13,1.005,0.87,-13.433,1.399,1.515,8.292,1.202,-0.79
2015-01-14,1.005,0.872,-13.234,1.393,1.509,8.327,1.199,-0.709
2015-01-15,1.005,0.873,-13.134,1.457,1.589,9.06,1.231,0
2015-01-16,1.005,0.865,-13.93,1.475,1.604,8.746,1.24,-0.444
2015-01-19,1.006,0.868,-13.718,1.294,1.444,11.592,1.15,0.522
2015-01-20,1.006,0.869,-13.618,1.316,1.45,10.182,1.161,-0.129
2015-01-21,1.006,0.878,-12.724,1.414,1.522,7.638,1.21,-0.826
2015-01-22,1.006,0.88,-12.525,1.424,1.529,7.374,1.215,-0.864
2015-01-23,1.006,0.893,-11.233,1.428,1.524,6.723,1.217,-0.698
2015-01-26,1.007,0.902,-10.427,1.451,1.537,5.927,1.229,-0.773
2015-01-27,1.007,0.901,-10.526,1.427,1.523,6.727,1.217,-0.411
2015-01-28,1.007,0.895,-11.122,1.393,1.493,7.179,1.2,-0.5
2015-01-29,1.007,0.897,-10.924,1.363,1.457,6.897,1.185,-0.675
2015-01-30,1.007,0.891,-11.519,1.333,1.445,8.402,1.17,-0.171
2015-02-02,1.008,0.884,-12.302,1.28,1.4,9.375,1.144,-0.175
2015-02-03,1.008,0.889,-11.806,1.332,1.443,8.333,1.17,-0.342
2015-02-04,1.008,0.892,-11.508,1.31,1.416,8.092,1.159,-0.431
2015-02-05,1.008,0.887,-12.004,1.288,1.414,9.783,1.148,0.218
2015-02-06,1.008,0.884,-12.302,1.252,1.377,9.984,1.13,0.044
2015-02-09,1.009,0.886,-12.19,1.273,1.395,9.584,1.141,-0.044
2015-02-10,1.009,0.89,-11.794,1.311,1.416,8.009,1.16,-0.603
2015-02-11,1.009,0.897,-11.1,1.329,1.429,7.524,1.169,-0.513
2015-02-12,1.009,0.901,-10.704,1.335,1.433,7.341,1.172,-0.427
2015-02-13,1.009,0.906,-10.208,1.351,1.448,7.18,1.18,-0.254
2015-02-16,1.01,0.908,-10.099,1.37,1.455,6.204,1.19,-0.714
2015-02-17,1.01,0.912,-9.703,1.384,1.474,6.503,1.197,-0.334
2015-02-25,1.011,0.913,-9.693,1.353,1.437,6.208,1.182,-0.592
2015-02-26,1.012,0.912,-9.881,1.41,1.499,6.312,1.211,-0.454
2015-02-27,1.012,0.913,-9.783,1.414,1.507,6.577,1.213,-0.247
2015-03-02,1.012,0.907,-10.375,1.432,1.525,6.494,1.222,-0.491
2015-03-03,1.012,0.898,-11.265,1.37,1.472,7.445,1.191,-0.504
2015-03-04,1.012,0.9,-11.067,1.386,1.481,6.854,1.199,-0.709
2015-03-05,1.013,0.898,-11.352,1.363,1.462,7.263,1.188,-0.673
2015-03-06,1.013,0.901,-11.056,1.351,1.446,7.032,1.182,-0.719
2015-03-09,1.013,0.903,-10.859,1.389,1.493,7.487,1.201,-0.25
2015-03-10,1.013,0.9,-11.155,1.379,1.479,7.252,1.196,-0.543
2015-03-11,1.014,0.9,-11.243,1.38,1.487,7.754,1.197,-0.292
2015-03-12,1.014,0.894,-11.834,1.424,1.545,8.497,1.219,0.041
2015-03-13,1.014,0.895,-11.736,1.44,1.57,9.028,1.227,0.448
2015-03-16,1.014,0.889,-12.327,1.496,1.643,9.826,1.255,0.876
2015-03-17,1.014,0.895,-11.736,1.53,1.674,9.412,1.272,0.983
2015-03-18,1.015,0.905,-10.837,1.585,1.727,8.959,1.3,1.231
2015-03-19,1.015,0.906,-10.739,1.581,1.694,7.147,1.298,0.154
2015-03-20,1.015,0.901,-11.232,1.615,1.722,6.625,1.315,-0.266
2015-03-23,1.015,0.902,-11.133,1.665,1.767,6.126,1.34,-0.41
2015-03-24,1.016,0.909,-10.531,1.666,1.752,5.162,1.341,-0.783
2015-03-25,1.016,0.91,-10.433,1.644,1.724,4.866,1.33,-0.977
2015-03-26,1.016,0.912,-10.236,1.65,1.728,4.727,1.333,-0.975
2015-03-27,1.016,0.924,-9.055,1.664,1.735,4.267,1.34,-0.784
2015-03-30,1.017,0.904,-11.111,1.741,1.89,8.558,1.379,1.305
2015-03-31,1.017,0.886,-12.881,1.719,1.888,9.831,1.368,1.389
2015-04-01,1.017,0.882,-13.274,1.761,1.896,7.666,1.389,0
2015-04-02,1.017,0.889,-12.586,1.761,1.861,5.679,1.389,-1.008
2015-04-03,1.017,0.896,-11.898,1.793,1.903,6.135,1.405,-0.391
2015-04-07,1.018,0.904,-11.198,1.854,1.945,4.908,1.436,-0.801
2015-04-08,1.018,0.902,-11.395,1.878,1.97,4.899,1.448,-0.829
2015-04-09,1.018,0.907,-10.904,1.854,1.943,4.8,1.436,-0.766
2015-04-10,1.018,0.902,-11.395,1.91,2.031,6.335,1.464,0.171
2015-04-13,1.019,0.883,-13.346,1.953,2.2,12.647,1.486,3.735
2015-04-14,1.019,0.881,-13.543,1.961,2.155,9.893,1.49,1.879
2015-04-15,1.019,0.879,-13.739,1.923,2.055,6.864,1.471,-0.272
2015-04-16,1.019,0.88,-13.641,2.003,2.168,8.238,1.511,0.86
2015-04-17,1,0.883,-11.7,1,2.237,123.7,1,56
2015-04-20,1,0.883,-11.7,0.968,2.237,131.095,0.984,58.537
2015-04-21,1.001,0.9,-10.09,1.007,1.065,5.76,1.004,-2.141
2015-04-22,1.001,0.87,-13.087,1.057,1.172,10.88,1.029,-0.777
2015-04-23,1.001,0.861,-13.986,1.057,1.214,14.853,1.029,0.826
2015-04-24,1.001,0.86,-14.086,1.039,1.188,14.341,1.02,0.392
2015-04-27,1.002,0.857,-14.471,1.082,1.223,13.031,1.042,-0.192
2015-04-28,1.002,0.859,-14.271,1.054,1.19,12.903,1.028,-0.34
