date,netvalue(A),price(A),overload(A)(%),netvalue(B),price(B),overload(B)(%),basevalue,overload(overall)(%)
2015-03-27,1.002,0.928,-7.385,0.999,1.092,9.309,1.001,0.899
2015-03-30,1.002,0.926,-7.585,0.998,1.201,20.341,1.001,6.244
2015-03-31,1.002,0.92,-8.184,0.999,1.156,15.716,1.001,3.696
2015-04-01,1.003,0.922,-8.076,1.008,1.138,12.897,1.005,2.488
2015-04-02,1.003,0.929,-7.378,1.027,1.125,9.542,1.015,1.182
2015-04-03,1.003,0.931,-7.178,1.053,1.12,6.363,1.028,-0.243
2015-04-07,1.004,0.929,-7.47,1.087,1.173,7.912,1.045,0.574
2015-04-08,1.004,0.921,-8.267,1.035,1.172,13.237,1.02,2.598
2015-04-09,1.004,0.92,-8.367,1.017,1.145,12.586,1.01,2.228
2015-04-10,1.004,0.913,-9.064,1.063,1.147,7.902,1.033,-0.29
2015-04-13,1.005,0.912,-9.254,1.083,1.145,5.725,1.044,-1.485
2015-04-14,1.005,0.915,-8.955,1.067,1.13,5.904,1.036,-1.303
2015-04-15,1.005,0.922,-8.259,0.99,1.08,9.091,0.997,0.401
2015-04-16,1.005,0.922,-8.259,1.018,1.096,7.662,1.011,-0.198
2015-04-17,1.005,0.924,-8.06,1.005,1.105,9.95,1.005,0.945
2015-04-20,1.006,0.928,-7.753,0.951,1.05,10.41,0.978,1.125
2015-04-21,1.006,0.927,-7.853,1.03,1.096,6.408,1.018,-0.639
2015-04-22,1.006,0.93,-7.555,1.079,1.126,4.356,1.042,-1.344
2015-04-23,1.006,0.93,-7.555,1.11,1.154,3.964,1.058,-1.512
2015-04-24,1.006,0.931,-7.455,1.09,1.139,4.495,1.048,-1.24
2015-04-27,1.007,0.929,-7.746,1.09,1.141,4.679,1.048,-1.24
2015-04-28,1.007,0.92,-8.64,1.007,1.088,8.044,1.007,-0.298
2015-04-29,1.007,0.918,-8.838,1.057,1.125,6.433,1.032,-1.017
2015-04-30,1.007,0.92,-8.64,1.07,1.132,5.794,1.038,-1.156
2015-05-04,1.008,0.921,-8.631,1.078,1.13,4.824,1.043,-1.678
2015-05-05,1.008,0.917,-9.028,1.011,1.091,7.913,1.009,-0.496
2015-05-06,1.008,0.918,-8.929,1.02,1.107,8.529,1.014,-0.148
2015-05-07,1.009,0.915,-9.316,1.004,1.09,8.566,1.006,-0.348
2015-05-08,1.009,0.926,-8.226,1.108,1.164,5.054,1.058,-1.229
2015-05-11,1.009,0.931,-7.73,1.205,1.253,3.983,1.107,-1.355
2015-05-12,1.009,0.932,-7.631,1.248,1.297,3.926,1.129,-1.284
2015-05-13,1.01,0.938,-7.129,1.248,1.293,3.606,1.129,-1.196
2015-05-14,1.01,0.946,-6.337,1.246,1.281,2.809,1.128,-1.285
2015-05-15,1.01,0.954,-5.545,1.246,1.282,2.889,1.128,-0.887
2015-05-18,1.01,0.941,-6.832,1.326,1.384,4.374,1.168,-0.471
2015-05-19,1.011,0.936,-7.418,1.372,1.43,4.227,1.192,-0.755
2015-05-20,1.011,0.927,-8.309,1.411,1.465,3.827,1.211,-1.239
2015-05-21,1.011,0.932,-7.814,1.502,1.579,5.126,1.256,-0.04
2015-05-22,1.011,0.928,-8.21,1.504,1.601,6.449,1.258,0.517
2015-05-25,1.012,0.92,-9.091,1.541,1.619,5.062,1.276,-0.509
2015-05-26,1.012,0.9,-11.067,1.605,1.767,10.093,1.309,1.872
2015-05-27,1.012,0.87,-14.032,1.602,1.86,16.105,1.307,4.438
2015-05-28,1.012,0.872,-13.834,1.465,1.674,14.266,1.239,2.744
2015-05-29,1.012,0.854,-15.613,1.505,1.702,13.09,1.258,1.59
2015-06-01,1.013,0.847,-16.387,1.615,1.791,10.898,1.314,0.381
2015-06-02,1.013,0.854,-15.696,1.72,1.845,7.267,1.366,-1.208
2015-06-03,1.013,0.878,-13.327,1.718,1.8,4.773,1.365,-1.905
2015-06-04,1.013,0.908,-10.365,1.701,1.748,2.763,1.357,-2.137
2015-06-05,1.013,0.906,-10.563,1.71,1.77,3.509,1.361,-1.69
2015-06-08,1.014,0.902,-11.045,1.62,1.698,4.815,1.317,-1.291
2015-06-09,1.014,0.89,-12.229,1.626,1.699,4.49,1.32,-1.932
2015-06-10,1.014,0.901,-11.144,1.723,1.787,3.714,1.368,-1.754
2015-06-11,1.014,0.911,-10.158,1.76,1.818,3.295,1.387,-1.622
2015-06-12,1.014,0.913,-9.961,1.794,1.84,2.564,1.404,-1.959
2015-06-15,1.015,0.911,-10.246,1.684,1.74,3.325,1.349,-1.742
2015-06-16,1.015,0.916,-9.754,1.582,1.696,7.206,1.298,0.616
2015-06-17,1.015,0.88,-13.3,1.655,1.803,8.943,1.335,0.487
2015-06-18,1.015,0.87,-14.286,1.503,1.667,10.912,1.259,0.755
2015-06-19,1.016,0.87,-14.37,1.371,1.5,9.409,1.194,-0.754
2015-06-23,1.016,0.878,-13.583,1.371,1.555,13.421,1.194,1.927
2015-06-24,1.016,0.9,-11.417,1.435,1.564,8.99,1.225,0.571
2015-06-25,1.017,0.895,-11.996,1.312,1.458,11.128,1.164,1.074
2015-06-26,1.017,0.887,-12.783,1.1,1.312,19.273,1.058,3.922
2015-06-29,1.017,0.853,-16.126,0.946,1.181,24.841,0.982,3.564
2015-06-30,1.017,0.83,-18.387,1.083,1.2,10.803,1.05,-3.333
2015-07-01,1.018,0.838,-17.682,1.012,1.199,18.478,1.015,0.345
2015-07-02,1.018,0.837,-17.78,0.928,1.087,17.134,0.973,-1.131
2015-07-03,1.018,0.82,-19.45,0.865,1.071,23.815,0.941,0.478
2015-07-06,1.018,0.838,-17.682,0.821,1,21.803,0.92,-0.109
2015-07-07,1.019,0.862,-15.407,0.674,0.9,33.531,0.847,4.014
2015-07-08,1.019,0.82,-19.529,0.642,0.81,26.168,0.83,-1.807
2015-07-09,1.019,0.845,-17.076,0.713,0.891,24.965,0.866,0.231
2015-07-10,1.019,0.844,-17.174,0.794,0.98,23.426,0.906,0.662
2015-07-13,1.02,0.863,-15.392,0.911,1.078,18.332,0.966,0.466
2015-07-14,1.02,0.873,-14.412,0.937,1.064,13.554,0.978,-0.971
2015-07-15,1.02,0.894,-12.353,0.824,0.958,16.262,0.922,0.434
