date,netvalue(A),price(A),overload(A)(%),netvalue(B),price(B),overload(B)(%),basevalue,overload(overall)(%)
2015-01-05,1.009,0.862,-14.569,1.309,1.431,9.32,1.159,-1.079
2015-01-06,1.009,0.859,-14.866,1.285,1.417,10.272,1.147,-0.785
2015-01-07,1.009,0.856,-15.164,1.353,1.467,8.426,1.181,-1.651
2015-01-08,1.009,0.864,-14.371,1.267,1.409,11.208,1.138,-0.132
2015-01-09,1.01,0.851,-15.743,1.258,1.408,11.924,1.134,-0.397
2015-01-12,1.01,0.847,-16.139,1.214,1.364,12.356,1.112,-0.585
2015-01-13,1.01,0.843,-16.535,1.15,1.322,14.957,1.08,0.231
2015-01-14,1.01,0.843,-16.535,1.184,1.325,11.909,1.097,-1.185
2015-01-15,1.011,0.851,-15.826,1.255,1.395,11.155,1.133,-0.883
2015-01-16,1.011,0.85,-15.925,1.235,1.381,11.822,1.123,-0.668
2015-01-19,1.011,0.876,-13.353,1.023,1.243,21.505,1.017,4.179
2015-01-20,1.011,0.863,-14.639,0.885,1.136,28.362,0.948,5.432
2015-01-21,1.012,0.858,-15.217,1.01,1.215,20.297,1.011,2.522
2015-01-22,1.012,0.855,-15.514,1.026,1.186,15.595,1.019,0.147
2015-01-23,1.012,0.861,-14.921,1.062,1.21,13.936,1.037,-0.145
2015-01-26,1.012,0.873,-13.735,1.05,1.201,14.381,1.031,0.582
2015-01-27,1.012,0.879,-13.142,1.026,1.172,14.23,1.019,0.638
2015-01-28,1.013,0.88,-13.129,1.017,1.174,15.438,1.015,1.182
2015-01-29,1.013,0.866,-14.511,0.975,1.123,15.179,0.994,0.05
2015-01-30,1.013,0.86,-15.104,0.939,1.12,19.276,0.976,1.434
2015-02-02,1.013,0.858,-15.301,0.875,1.073,22.629,0.944,2.278
2015-02-03,1.014,0.863,-14.892,0.954,1.11,16.352,0.984,0.254
2015-02-04,1.014,0.865,-14.694,0.922,1.08,17.137,0.968,0.465
2015-02-05,1.014,0.866,-14.596,0.922,1.083,17.462,0.968,0.671
2015-02-06,1.014,0.864,-14.793,0.934,1.071,14.668,0.974,-0.667
2015-02-09,1.015,0.88,-13.3,1.025,1.133,10.537,1.02,-1.324
2015-02-10,1.015,0.886,-12.709,1.051,1.157,10.086,1.033,-1.113
2015-02-11,1.015,0.89,-12.315,1.059,1.164,9.915,1.037,-0.964
2015-02-12,1.015,0.892,-12.118,1.045,1.162,11.196,1.03,-0.291
2015-02-13,1.015,0.895,-11.823,1.041,1.17,12.392,1.028,0.438
2015-02-16,1.016,0.892,-12.205,1.034,1.161,12.282,1.025,0.146
2015-02-17,1.016,0.897,-11.713,1.054,1.176,11.575,1.035,0.145
2015-02-25,1.017,0.891,-12.389,1.009,1.14,12.983,1.013,0.247
2015-02-26,1.017,0.889,-12.586,1.101,1.219,10.718,1.059,-0.472
2015-02-27,1.018,0.891,-12.475,1.088,1.206,10.846,1.053,-0.427
2015-03-02,1.018,0.888,-12.77,1.116,1.237,10.842,1.067,-0.422
2015-03-03,1.018,0.877,-13.851,1.032,1.179,14.244,1.025,0.293
2015-03-04,1.018,0.879,-13.654,1.026,1.172,14.23,1.022,0.342
2015-03-05,1.019,0.882,-13.445,1.031,1.174,13.87,1.025,0.293
2015-03-06,1.019,0.887,-12.954,1.019,1.162,14.033,1.019,0.54
2015-03-09,1.019,0.884,-13.248,0.977,1.129,15.558,0.998,0.852
2015-03-10,1.019,0.884,-13.248,0.977,1.121,14.739,0.998,0.451
2015-03-11,1.02,0.888,-12.941,0.98,1.115,13.776,1,0.15
2015-03-12,1.02,0.889,-12.843,1.022,1.145,12.035,1.021,-0.392
2015-03-13,1.02,0.895,-12.255,1.026,1.152,12.281,1.023,0.049
2015-03-16,1.02,0.895,-12.255,1.072,1.192,11.194,1.046,-0.239
2015-03-17,1.021,0.906,-11.263,1.131,1.226,8.4,1.076,-0.929
2015-03-18,1.021,0.917,-10.186,1.171,1.26,7.6,1.096,-0.684
2015-03-19,1.021,0.916,-10.284,1.157,1.249,7.952,1.089,-0.597
2015-03-20,1.021,0.916,-10.284,1.289,1.374,6.594,1.155,-0.866
2015-03-23,1.022,0.901,-11.84,1.33,1.461,9.85,1.176,0.425
2015-03-24,1.022,0.885,-13.405,1.286,1.429,11.12,1.154,0.26
2015-03-25,1.022,0.883,-13.601,1.262,1.403,11.173,1.142,0.088
2015-03-26,1.022,0.886,-13.307,1.248,1.39,11.378,1.135,0.264
2015-03-27,1.022,0.883,-13.601,1.262,1.409,11.648,1.142,0.35
2015-03-30,1.023,0.88,-13.978,1.319,1.473,11.676,1.171,0.47
2015-03-31,1.023,0.871,-14.858,1.325,1.487,12.226,1.174,0.426
2015-04-01,1.023,0.876,-14.37,1.397,1.576,12.813,1.21,1.322
2015-04-02,1.023,0.881,-13.881,1.373,1.567,14.13,1.198,2.17
2015-04-03,1.023,0.88,-13.978,1.453,1.616,11.218,1.238,0.808
2015-04-07,1.024,0.872,-14.844,1.476,1.647,11.585,1.25,0.76
2015-04-08,1.024,0.864,-15.625,1.578,1.754,11.153,1.301,0.615
2015-04-09,1.024,0.868,-15.234,1.566,1.722,9.962,1.295,0
2015-04-10,1.024,0.863,-15.723,1.574,1.727,9.72,1.299,-0.308
2015-04-13,1.025,0.862,-15.902,1.555,1.688,8.553,1.29,-1.163
2015-04-14,1.025,0.877,-14.439,1.583,1.692,6.886,1.304,-1.495
2015-04-15,1.025,0.893,-12.878,1.487,1.609,8.204,1.256,-0.398
2015-04-16,1.025,0.893,-12.878,1.521,1.633,7.364,1.273,-0.786
2015-04-17,1.026,0.896,-12.671,1.538,1.643,6.827,1.282,-0.975
2015-04-20,1.026,0.894,-12.865,1.424,1.552,8.989,1.225,-0.163
2015-04-21,1.026,0.901,-12.183,1.538,1.645,6.957,1.282,-0.702
2015-04-22,1.026,0.906,-11.696,1.702,1.768,3.878,1.364,-1.979
2015-04-23,1.027,0.912,-11.198,1.663,1.751,5.292,1.345,-1.004
2015-04-24,1.027,0.909,-11.49,1.579,1.676,6.143,1.303,-0.806
2015-04-27,1.027,0.909,-11.49,1.597,1.688,5.698,1.312,-1.029
2015-04-28,1.027,0.906,-11.782,1.573,1.679,6.739,1.3,-0.577
2015-04-29,1.028,0.899,-12.549,1.572,1.681,6.934,1.3,-0.769
2015-04-30,1.028,0.888,-13.619,1.51,1.642,8.742,1.269,-0.315
2015-05-04,1.028,0.885,-13.911,1.488,1.611,8.266,1.258,-0.795
2015-05-05,1.029,0.886,-13.897,1.431,1.568,9.574,1.23,-0.244
2015-05-06,1.029,0.883,-14.189,1.443,1.565,8.455,1.236,-0.971
2015-05-07,1.029,0.892,-13.314,1.465,1.584,8.123,1.247,-0.722
2015-05-08,1.029,0.887,-13.8,1.455,1.589,9.21,1.242,-0.322
2015-05-11,1.03,0.881,-14.466,1.508,1.63,8.09,1.269,-1.064
2015-05-12,1.03,0.887,-13.883,1.554,1.668,7.336,1.292,-1.122
2015-05-13,1.03,0.886,-13.981,1.49,1.616,8.456,1.26,-0.714
2015-05-14,1.03,0.896,-13.01,1.482,1.603,8.165,1.256,-0.518
2015-05-15,1.03,0.901,-12.524,1.396,1.54,10.315,1.213,0.618
2015-05-18,1.031,0.896,-13.094,1.339,1.505,12.397,1.185,1.308
2015-05-19,1.031,0.897,-12.997,1.497,1.634,9.152,1.264,0.119
2015-05-20,1.031,0.897,-12.997,1.459,1.578,8.156,1.245,-0.602
2015-05-21,1.031,0.896,-13.094,1.457,1.583,8.648,1.244,-0.362
2015-05-22,1.031,0.9,-12.706,1.533,1.644,7.241,1.282,-0.78
2015-05-25,1.032,0.899,-12.888,1.602,1.708,6.617,1.317,-1.025
2015-05-26,1.032,0.892,-13.566,1.632,1.757,7.659,1.332,-0.563
2015-05-27,1.032,0.868,-15.891,1.628,1.768,8.6,1.33,-0.902
2015-05-28,1.032,0.86,-16.667,1.4,1.591,13.643,1.216,0.781
2015-05-29,1.033,0.844,-18.296,1.373,1.571,14.421,1.203,0.374
2015-06-01,1.033,0.847,-18.006,1.497,1.681,12.291,1.265,-0.079
2015-06-02,1.033,0.841,-18.587,1.489,1.666,11.887,1.261,-0.595
2015-06-03,1.033,0.849,-17.812,1.475,1.667,13.017,1.254,0.319
2015-06-04,1.034,0.85,-17.795,1.522,1.718,12.878,1.278,0.469
2015-06-05,1.034,0.857,-17.118,1.512,1.719,13.69,1.273,1.178
2015-06-08,1.034,0.836,-19.149,1.628,1.875,15.172,1.331,1.841
2015-06-09,1.034,0.83,-19.729,1.576,1.816,15.228,1.305,1.379
2015-06-10,1.035,0.823,-20.483,1.547,1.76,13.769,1.291,0.039
2015-06-11,1.035,0.821,-20.676,1.515,1.736,14.587,1.275,0.275
2015-06-12,1.035,0.816,-21.159,1.517,1.743,14.898,1.276,0.274
2015-06-15,1.035,0.809,-21.836,1.461,1.701,16.427,1.248,0.561
2015-06-16,1.036,0.805,-22.297,1.432,1.67,16.62,1.234,0.284
2015-06-17,1.036,0.807,-22.104,1.44,1.686,17.083,1.238,0.687
2015-06-18,1.036,0.812,-21.622,1.322,1.564,18.306,1.179,0.763
2015-06-19,1.036,0.805,-22.297,1.2,1.458,21.5,1.118,1.208
2015-06-23,1.037,0.799,-22.951,1.283,1.533,19.486,1.16,0.517
2015-06-24,1.037,0.805,-22.372,1.285,1.532,19.222,1.161,0.646
2015-06-25,1.037,0.817,-21.215,1.229,1.488,21.074,1.133,1.721
2015-06-26,1.037,0.829,-20.058,1.023,1.339,30.89,1.03,5.243
2015-06-29,1.038,0.811,-21.869,0.884,1.223,38.348,0.961,5.827
2015-06-30,1.038,0.791,-23.796,1.046,1.345,28.585,1.042,2.495
2015-07-01,1.038,0.792,-23.699,0.92,1.216,32.174,0.979,2.554
2015-07-02,1.038,0.78,-24.855,0.91,1.194,31.209,0.974,1.335
2015-07-03,1.038,0.788,-24.085,0.836,1.091,30.502,0.937,0.267
2015-07-06,1.039,0.82,-21.078,0.939,1.124,19.702,0.989,-1.719
2015-07-07,1.039,0.85,-18.191,0.839,1.012,20.62,0.939,-0.852
2015-07-08,1.039,0.805,-22.522,0.669,0.911,36.173,0.854,0.468
2015-07-09,1.039,0.823,-20.789,0.823,0.985,19.684,0.931,-2.9
2015-07-10,1.039,0.854,-17.806,0.977,1.053,7.779,1.008,-5.407
2015-07-13,1.04,0.882,-15.192,0.994,1.067,7.344,1.017,-4.179
2015-07-14,1.04,0.877,-15.673,0.872,0.984,12.844,0.956,-2.667
2015-07-15,1.04,0.881,-15.288,0.75,0.886,18.133,0.895,-1.285
2015-07-16,1.04,0.89,-14.423,0.756,0.836,10.582,0.898,-3.898
2015-07-17,1.041,0.902,-13.353,0.839,0.919,9.535,0.94,-3.138
2015-07-20,1.041,0.88,-15.466,0.799,0.928,16.145,0.92,-1.739
2015-07-21,1.041,0.872,-16.234,0.811,0.955,17.756,0.926,-1.35
2015-07-22,1.041,0.855,-17.867,0.779,0.943,21.053,0.91,-1.209
2015-07-23,1.042,0.852,-18.234,0.826,1.002,21.308,0.934,-0.749
2015-07-24,1.042,0.86,-17.466,0.77,0.964,25.195,0.906,0.662
