date,netvalue(A),price(A),overload(A)(%),netvalue(B),price(B),overload(B)(%),basevalue,overload(overall)(%)
2015-01-05,1.001,1.16,15.884,1.311,1.36,3.738,1.249,5.685
2015-01-06,1.001,1.16,15.884,1.34,1.342,0.149,1.272,2.642
2015-01-07,1.001,1.095,9.391,1.342,1.363,1.565,1.274,2.779
2015-01-08,1.001,1.08,7.892,1.356,1.378,1.622,1.285,2.599
2015-01-09,1.002,1.081,7.884,1.347,1.383,2.673,1.278,3.49
2015-01-12,1.002,1.078,7.585,1.337,1.326,-0.823,1.27,0.504
2015-01-13,1.002,1.046,4.391,1.355,1.367,0.886,1.284,1.464
2015-01-14,1.003,1.04,3.689,1.357,1.342,-1.105,1.286,-0.342
2015-01-15,1.003,1.041,3.789,1.376,1.353,-1.672,1.301,-0.799
2015-01-16,1.003,1.074,7.079,1.413,1.387,-1.84,1.331,-0.496
2015-01-19,1.003,1.061,5.783,1.396,1.44,3.152,1.317,3.584
2015-01-20,1.004,1.047,4.283,1.459,1.548,6.1,1.368,5.833
2015-01-21,1.004,1.05,4.582,1.483,1.53,3.169,1.387,3.389
2015-01-22,1.004,1.038,3.386,1.509,1.486,-1.524,1.408,-0.824
2015-01-23,1.004,1.034,2.988,1.467,1.474,0.477,1.374,0.873
2015-01-26,1.005,1.04,3.483,1.536,1.482,-3.516,1.43,-2.545
2015-01-27,1.005,1.047,4.179,1.55,1.514,-2.323,1.441,-1.416
2015-01-28,1.005,1.068,6.269,1.513,1.494,-1.256,1.411,-0.156
2015-01-29,1.005,1.059,5.373,1.5,1.474,-1.733,1.401,-0.714
2015-01-30,1.005,1.055,4.975,1.466,1.466,0,1.374,0.713
2015-02-02,1.006,1.045,3.877,1.464,1.442,-1.503,1.372,-0.685
2015-02-03,1.006,1.054,4.771,1.505,1.47,-2.326,1.405,-1.295
2015-02-04,1.006,1.087,8.052,1.494,1.456,-2.544,1.396,-0.989
2015-02-05,1.006,1.088,8.151,1.487,1.457,-2.017,1.391,-0.561
2015-02-06,1.007,1.068,6.058,1.462,1.43,-2.189,1.371,-0.977
2015-02-09,1.007,1.074,6.653,1.446,1.429,-1.176,1.358,0
2015-02-10,1.007,1.077,6.951,1.477,1.44,-2.505,1.383,-1.128
2015-02-11,1.008,1.079,7.044,1.508,1.46,-3.183,1.408,-1.719
2015-02-12,1.008,1.079,7.044,1.521,1.486,-2.301,1.418,-0.945
2015-02-13,1.008,1.08,7.143,1.556,1.507,-3.149,1.446,-1.687
2015-02-16,1.008,1.087,7.837,1.616,1.621,0.309,1.494,1.352
2015-02-17,1.009,1.075,6.541,1.623,1.6,-1.417,1.5,-0.333
2015-02-25,1.01,1.087,7.624,1.594,1.575,-1.192,1.477,0.027
2015-02-26,1.01,1.09,7.921,1.618,1.583,-2.163,1.496,-0.775
2015-02-27,1.01,1.106,9.505,1.646,1.598,-2.916,1.519,-1.277
2015-03-02,1.011,1.104,9.199,1.679,1.623,-3.335,1.545,-1.67
2015-03-03,1.011,1.11,9.792,1.642,1.59,-3.167,1.516,-1.451
2015-03-04,1.011,1.105,9.298,1.677,1.621,-3.339,1.544,-1.697
2015-03-05,1.012,1.1,8.696,1.661,1.638,-1.385,1.531,-0.039
2015-03-06,1.012,1.09,7.708,1.64,1.59,-3.049,1.514,-1.585
2015-03-09,1.012,1.095,8.202,1.67,1.625,-2.695,1.538,-1.235
2015-03-10,1.012,1.094,8.103,1.698,1.639,-3.475,1.561,-1.986
2015-03-11,1.013,1.112,9.773,1.684,1.654,-1.781,1.55,-0.284
2015-03-12,1.013,1.102,8.786,1.664,1.649,-0.901,1.534,0.365
2015-03-13,1.013,1.096,8.193,1.674,1.652,-1.314,1.542,-0.078
2015-03-16,1.014,1.115,9.961,1.737,1.729,-0.461,1.592,0.892
2015-03-17,1.014,1.098,8.284,1.748,1.728,-1.144,1.601,0.062
2015-03-18,1.014,1.098,8.284,1.789,1.735,-3.018,1.634,-1.616
2015-03-19,1.014,1.091,7.594,1.803,1.75,-2.94,1.645,-1.629
2015-03-20,1.014,1.095,7.988,1.829,1.766,-3.445,1.666,-2.053
2015-03-23,1.015,1.087,7.094,1.876,1.899,1.226,1.704,1.913
2015-03-24,1.015,1.077,6.108,1.936,1.93,-0.31,1.752,0.422
2015-03-25,1.015,1.078,6.207,1.954,1.93,-1.228,1.766,-0.362
2015-03-26,1.015,1.073,5.714,1.856,2,7.759,1.688,7.5
2015-03-27,1.016,1.064,4.724,1.87,1.921,2.727,1.699,2.978
2015-03-30,1.016,1.067,5.02,1.857,1.88,1.239,1.689,1.681
2015-03-31,1.016,1.073,5.61,1.889,1.896,0.371,1.714,1.015
2015-04-01,1.016,1.065,4.823,1.94,1.916,-1.237,1.755,-0.524
2015-04-02,1.017,1.073,5.506,1.987,1.917,-3.523,1.793,-2.499
2015-04-03,1.017,1.097,7.866,2.043,2,-2.105,1.838,-1.012
2015-04-07,1.018,1.087,6.778,2.062,2.065,0.145,1.853,0.885
2015-04-08,1.018,1.077,5.796,2.029,2.067,1.873,1.827,2.299
2015-04-09,1.018,1.08,6.09,1.977,1.988,0.556,1.785,1.199
2015-04-10,1.018,1.081,6.189,2.023,2.011,-0.593,1.822,0.165
2015-04-13,1.019,1.075,5.496,2.038,2.065,1.325,1.834,1.799
2015-04-14,1.019,1.075,5.496,2.035,2.039,0.197,1.832,0.775
2015-04-15,1.019,1.069,4.907,1.939,2.041,5.26,1.755,5.219
2015-04-16,1.019,1.069,4.907,1.948,2.136,9.651,1.762,9.115
2015-04-17,1.019,1.068,4.809,1.955,2.164,10.691,1.768,10
2015-04-20,1.02,1.047,2.647,1.931,1.999,3.521,1.749,3.408
2015-04-21,1.02,1.048,2.745,1.998,2.03,1.602,1.802,1.754
2015-04-22,1.02,1.041,2.059,2.046,2.047,0.049,1.841,0.261
2015-04-23,1.02,1.043,2.255,2.056,2.038,-0.875,1.849,-0.541
2015-04-24,1.021,1.046,2.449,2.097,2.083,-0.668,1.882,-0.34
2015-04-27,1.021,1.053,3.134,2.136,2.138,0.094,1.913,0.418
2015-04-28,1.021,1.046,2.449,2.084,2.056,-1.344,1.871,-0.909
2015-04-29,1.022,1.055,3.229,2.145,2.105,-1.865,1.92,-1.302
2015-04-30,1.022,1.057,3.425,2.216,2.124,-4.152,1.977,-3.359
