date,netvalue(A),price(A),overload(A)(%),netvalue(B),price(B),overload(B)(%),basevalue,overload(overall)(%)
2015-01-05,1.004,0.964,-3.984,2.217,2.209,-0.361,1.368,-2.23
2015-01-06,1.004,0.963,-4.084,2.237,2.384,6.571,1.374,1.114
2015-01-07,1.004,0.963,-4.084,2.367,2.603,9.97,1.413,2.972
2015-01-08,1,0.961,-3.9,1,2.679,167.9,1,47.64
2015-01-09,1,0.961,-3.9,1.04,2.679,157.596,1.012,45.889
2015-01-12,1.001,0.962,-3.896,0.928,1.144,23.276,0.979,3.841
2015-01-13,1.001,0.958,-4.296,0.928,1.258,35.56,0.979,7.048
2015-01-14,1.001,0.953,-4.795,0.934,1.235,32.227,0.981,5.77
2015-01-15,1.001,0.958,-4.296,1.014,1.212,19.527,1.005,2.905
2015-01-16,1.001,0.956,-4.496,1.058,1.31,23.819,1.018,4.342
2015-01-19,1.002,0.96,-4.192,0.895,1.179,31.732,0.97,5.742
2015-01-20,1.002,0.959,-4.291,0.932,1.061,13.841,0.981,0.877
2015-01-21,1.002,0.964,-3.792,1.052,1.115,5.989,1.017,-0.757
2015-01-22,1.002,0.97,-3.194,1.102,1.122,1.815,1.032,-1.589
2015-01-23,1.002,0.977,-2.495,1.119,1.142,2.055,1.037,-1.013
2015-01-26,1.003,0.976,-2.692,1.036,1.147,10.714,1.013,1.412
2015-01-27,1.003,0.977,-2.592,0.973,1.042,7.091,0.994,0.252
2015-01-28,1.003,0.979,-2.393,0.89,0.942,5.843,0.969,-0.114
2015-01-29,1.003,0.981,-2.193,0.836,0.848,1.435,0.953,-1.249
2015-01-30,1.003,0.978,-2.493,0.813,0.879,8.118,0.946,0.243
2015-02-02,1.004,0.97,-3.386,0.657,0.791,20.396,0.9,1.811
2015-02-03,1.004,0.972,-3.187,0.744,0.842,13.172,0.926,0.756
2015-02-04,1.004,0.974,-2.988,0.727,0.805,10.729,0.921,0.25
2015-02-05,1.004,0.975,-2.888,0.717,0.815,13.668,0.918,0.98
2015-02-06,1.004,0.975,-2.888,0.671,0.767,14.307,0.904,0.951
2015-02-09,1.005,0.978,-2.687,0.715,0.791,10.629,0.918,0.425
2015-02-10,1.005,0.982,-2.289,0.778,0.87,11.825,0.937,1.217
2015-02-11,1.005,0.982,-2.289,0.782,0.928,18.67,0.938,2.964
2015-02-12,1.005,0.984,-2.09,0.802,0.94,17.207,0.944,2.839
2015-02-13,1.005,0.989,-1.592,0.845,0.95,12.426,0.957,2.121
2015-02-16,1.006,0.988,-1.789,0.859,0.94,9.43,0.962,1.206
2015-02-17,1.006,0.992,-1.392,0.879,0.951,8.191,0.968,1.209
2015-02-25,1.007,0.988,-1.887,0.81,0.924,14.074,0.948,2.194
2015-02-26,1.007,0.989,-1.787,0.874,0.96,9.84,0.967,1.375
2015-02-27,1.008,0.99,-1.786,0.851,0.939,10.341,0.961,1.426
2015-03-02,1.008,0.99,-1.786,0.858,0.95,10.723,0.963,1.558
2015-03-03,1.008,0.988,-1.984,0.828,0.901,8.816,0.954,0.828
2015-03-04,1.008,0.986,-2.183,0.815,0.89,9.202,0.95,0.758
2015-03-05,1.008,0.986,-2.183,0.785,0.847,7.898,0.941,0.351
2015-03-06,1.009,0.987,-2.18,0.772,0.841,8.938,0.938,0.554
2015-03-09,1.009,0.985,-2.379,0.806,0.886,9.926,0.948,0.77
2015-03-10,1.009,0.989,-1.982,0.809,0.872,7.787,0.949,0.516
2015-03-11,1.009,0.989,-1.982,0.819,0.869,6.105,0.952,0.105
2015-03-12,1.009,0.986,-2.279,0.879,0.914,3.982,0.97,-0.577
2015-03-13,1.01,0.989,-2.079,0.887,0.925,4.284,0.973,-0.329
2015-03-16,1.01,0.993,-1.683,0.997,1,0.301,1.006,-1.083
2015-03-17,1.01,0.993,-1.683,1.07,1.1,2.804,1.028,-0.282
2015-03-18,1.01,0.992,-1.782,1.097,1.21,10.301,1.036,2.066
2015-03-19,1.011,0.992,-1.879,1.064,1.183,11.184,1.027,2.171
2015-03-20,1.011,0.992,-1.879,1.094,1.231,12.523,1.036,2.674
2015-03-23,1.011,0.991,-1.978,1.124,1.244,10.676,1.045,2.096
2015-03-24,1.011,0.989,-2.176,1.078,1.194,10.761,1.031,1.891
2015-03-25,1.011,0.988,-2.275,0.998,1.104,10.621,1.007,1.569
2015-03-26,1.012,0.989,-2.273,0.949,1.12,18.019,0.993,3.555
2015-03-27,1.012,0.988,-2.372,0.952,1.112,16.807,0.994,3.139
2015-03-30,1.012,0.986,-2.569,1.032,1.187,15.019,1.018,2.78
2015-03-31,1.012,0.984,-2.767,0.982,1.141,16.191,1.003,2.802
2015-04-01,1.013,0.987,-2.567,1.033,1.134,9.777,1.019,1.187
2015-04-02,1.013,0.99,-2.27,1.046,1.116,6.692,1.023,0.469
2015-04-03,1.013,0.989,-2.369,1.076,1.142,6.134,1.032,0.281
2015-04-07,1.013,0.988,-2.468,1.09,1.148,5.321,1.036,0
2015-04-08,1.014,0.986,-2.761,1.037,1.109,6.943,1.021,0.186
2015-04-09,1.014,0.986,-2.761,0.967,1.043,7.859,1,0.31
2015-04-10,1.014,0.987,-2.663,1.007,1.077,6.951,1.012,0.198
2015-04-13,1.014,0.988,-2.564,1.047,1.069,2.101,1.024,-1.143
2015-04-14,1.014,0.997,-1.677,1.027,1.034,0.682,1.018,-0.972
2015-04-15,1.015,1,-1.478,0.998,1.015,1.703,1.01,-0.545
2015-04-16,1.015,1.003,-1.182,1.058,1.047,-1.04,1.028,-1.148
2015-04-17,1.015,1.008,-0.69,1.145,1.152,0.611,1.054,-0.266
2015-04-20,1.015,1.01,-0.493,1.072,1.075,0.28,1.032,-0.242
2015-04-21,1.016,1.008,-0.787,1.133,1.133,0,1.051,-0.523
2015-04-22,1.016,1.01,-0.591,1.319,1.246,-5.534,1.107,-2.367
2015-04-23,1.016,1.01,-0.591,1.296,1.254,-3.241,1.1,-1.527
2015-04-24,1.016,1.015,-0.098,1.269,1.229,-3.152,1.092,-1.172
2015-04-27,1.016,1.018,0.197,1.323,1.25,-5.518,1.108,-1.841
2015-04-28,1.017,1.02,0.295,1.22,1.195,-2.049,1.078,-0.51
2015-04-29,1.017,1.024,0.688,1.247,1.208,-3.128,1.086,-0.626
2015-04-30,1.017,1.025,0.787,1.26,1.219,-3.254,1.09,-0.624
2015-05-04,1.017,1.022,0.492,1.277,1.226,-3.994,1.095,-1.078
2015-05-05,1.018,1.016,-0.196,1.078,1.139,5.659,1.036,1.631
2015-05-06,1.018,1.003,-1.473,1.001,1.104,10.29,1.013,2.004
2015-05-07,1.018,1.001,-1.67,0.951,1.031,8.412,0.998,1.202
2015-05-08,1.018,1.012,-0.589,0.951,1.065,11.987,0.998,2.996
2015-05-11,1.019,1.004,-1.472,1.072,1.1,2.612,1.035,-0.213
2015-05-12,1.019,1.008,-1.079,1.169,1.154,-1.283,1.064,-1.147
2015-05-13,1.019,1.015,-0.393,1.126,1.114,-1.066,1.051,-0.599
2015-05-14,1.019,1.019,0,1.219,1.158,-5.004,1.079,-1.696
2015-05-15,1.019,1.02,0.098,1.132,1.12,-1.06,1.053,-0.285
2015-05-18,1.02,1.019,-0.098,1.09,1.097,0.642,1.041,0.134
2015-05-19,1.02,1.013,-0.686,1.23,1.15,-6.504,1.083,-2.669
2015-05-20,1.02,1.025,0.49,1.27,1.201,-5.433,1.095,-1.571
2015-05-21,1.02,1.03,0.98,1.39,1.286,-7.482,1.131,-2.14
2015-05-22,1.02,1.029,0.882,1.493,1.409,-5.626,1.162,-1.635
2015-05-25,1.021,1.026,0.49,1.708,1.55,-9.251,1.227,-3.57
2015-05-26,1.021,1.023,0.196,1.918,1.705,-11.105,1.29,-4.837
2015-05-27,1.021,1.02,-0.098,1.918,1.876,-2.19,1.29,-1.023
2015-05-28,1.021,1.022,0.098,1.554,1.688,8.623,1.181,3.455
2015-05-29,1.021,1.01,-1.077,1.614,1.629,0.929,1.199,-0.275
2015-06-01,1.022,1.007,-1.468,2.059,1.792,-12.967,1.333,-6.789
2015-06-02,1.022,1.019,-0.294,2.089,1.971,-5.649,1.342,-2.787
