date,netvalue(A),price(A),overload(A)(%),netvalue(B),price(B),overload(B)(%),basevalue,overload(overall)(%)
2015-04-14,1.003,0.905,-9.771,1.005,1.186,18.01,1.004,4.133
2015-04-15,1.003,0.91,-9.272,0.933,1.108,18.757,0.968,4.236
2015-04-16,1.003,0.912,-9.073,0.957,1.073,12.121,0.98,1.276
2015-04-17,1.003,0.915,-8.774,0.975,1.099,12.718,0.989,1.82
2015-04-20,1.004,0.917,-8.665,0.93,1.059,13.871,0.967,2.172
2015-04-21,1.004,0.918,-8.566,0.99,1.085,9.596,0.997,0.451
2015-04-22,1.004,0.921,-8.267,1.04,1.119,7.596,1.022,-0.196
2015-04-23,1.004,0.918,-8.566,1.094,1.231,12.523,1.049,2.431
2015-04-24,1.004,0.916,-8.765,1.086,1.301,19.797,1.045,6.077
2015-04-27,1.005,0.904,-10.05,1.089,1.27,16.621,1.047,3.82
2015-04-28,1.005,0.901,-10.348,1.015,1.143,12.611,1.01,1.188
2015-04-29,1.005,0.906,-9.851,1.069,1.159,8.419,1.037,-0.434
2015-04-30,1.005,0.908,-9.652,1.067,1.143,7.123,1.036,-1.014
2015-05-04,1.006,0.908,-9.742,1.1,1.174,6.727,1.053,-1.14
2015-05-05,1.006,0.908,-9.742,1.03,1.137,10.388,1.018,0.442
2015-05-06,1.006,0.908,-9.742,1.01,1.119,10.792,1.008,0.546
2015-05-07,1.006,0.9,-10.537,0.962,1.06,10.187,0.984,-0.407
2015-05-08,1.006,0.912,-9.344,1.024,1.112,8.594,1.015,-0.296
2015-05-11,1.007,0.909,-9.732,1.109,1.198,8.025,1.058,-0.425
2015-05-12,1.007,0.907,-9.93,1.149,1.239,7.833,1.078,-0.464
2015-05-13,1.007,0.912,-9.434,1.165,1.22,4.721,1.086,-1.842
2015-05-14,1.007,0.922,-8.441,1.183,1.256,6.171,1.095,-0.548
2015-05-15,1.008,0.93,-7.738,1.172,1.237,5.546,1.09,-0.596
2015-05-18,1.008,0.925,-8.234,1.206,1.27,5.307,1.107,-0.858
2015-05-19,1.008,0.921,-8.631,1.26,1.335,5.952,1.134,-0.529
2015-05-20,1.008,0.919,-8.829,1.31,1.393,6.336,1.159,-0.259
2015-05-21,1.008,0.921,-8.631,1.386,1.448,4.473,1.197,-1.044
2015-05-22,1.009,0.93,-7.83,1.409,1.469,4.258,1.209,-0.786
2015-05-25,1.009,0.927,-8.127,1.471,1.565,6.39,1.24,0.484
2015-05-26,1.009,0.904,-10.406,1.557,1.69,8.542,1.283,1.091
2015-05-27,1.009,0.881,-12.686,1.583,1.708,7.896,1.296,-0.116
2015-05-28,1.01,0.9,-10.891,1.442,1.537,6.588,1.226,-0.612
2015-05-29,1.01,0.877,-13.168,1.48,1.599,8.041,1.245,-0.562
2015-06-01,1.01,0.868,-14.059,1.604,1.741,8.541,1.307,-0.191
2015-06-02,1.01,0.868,-14.059,1.708,1.84,7.728,1.359,-0.368
2015-06-03,1.011,0.88,-12.957,1.725,1.809,4.87,1.368,-1.718
