date,netvalue(A),price(A),overload(A)(%),netvalue(B),price(B),overload(B)(%),basevalue,overload(overall)(%)
2015-04-10,1.003,0.97,-3.29,1.105,1.14,3.167,1.054,0.095
2015-04-13,1.003,0.961,-4.187,1.139,1.159,1.756,1.071,-1.027
2015-04-14,1.003,0.97,-3.29,1.147,1.164,1.482,1.075,-0.744
2015-04-15,1.003,0.971,-3.19,1.137,1.179,3.694,1.07,0.467
2015-04-16,1.004,0.972,-3.187,1.208,1.225,1.407,1.106,-0.678
2015-04-17,1.004,0.972,-3.187,1.248,1.301,4.247,1.126,0.933
2015-04-20,1.004,0.974,-2.988,1.216,1.29,6.086,1.11,1.982
2015-04-21,1.004,0.972,-3.187,1.252,1.268,1.278,1.128,-0.709
2015-04-22,1.005,0.975,-2.985,1.305,1.304,-0.077,1.155,-1.342
2015-04-23,1.005,0.979,-2.587,1.291,1.288,-0.232,1.148,-1.263
2015-04-24,1.005,0.983,-2.189,1.251,1.265,1.119,1.128,-0.355
2015-04-27,1.005,0.987,-1.791,1.319,1.303,-1.213,1.162,-1.463
2015-04-28,1.006,0.981,-2.485,1.314,1.32,0.457,1.16,-0.819
2015-04-29,1.006,0.987,-1.889,1.312,1.314,0.152,1.159,-0.733
2015-04-30,1.006,0.987,-1.889,1.3,1.301,0.077,1.153,-0.781
2015-05-04,1.007,0.984,-2.284,1.317,1.309,-0.607,1.162,-1.334
2015-05-05,1.007,0.983,-2.383,1.223,1.238,1.226,1.115,-0.404
2015-05-06,1.007,0.98,-2.681,1.211,1.24,2.395,1.109,0.09
2015-05-07,1.007,0.982,-2.483,1.173,1.201,2.387,1.09,0.138
2015-05-08,1.007,0.983,-2.383,1.199,1.201,0.167,1.103,-0.997
2015-05-11,1.008,0.986,-2.183,1.244,1.243,-0.08,1.126,-1.021
2015-05-12,1.008,0.985,-2.282,1.258,1.261,0.238,1.133,-0.883
2015-05-13,1.008,0.982,-2.579,1.234,1.24,0.486,1.121,-0.892
2015-05-14,1.008,0.986,-2.183,1.222,1.238,1.309,1.115,-0.269
2015-05-15,1.008,0.98,-2.778,1.18,1.217,3.136,1.094,0.411
2015-05-18,1.009,0.982,-2.676,1.141,1.177,3.155,1.075,0.419
2015-05-19,1.009,0.978,-3.072,1.217,1.234,1.397,1.113,-0.629
2015-05-20,1.009,0.977,-3.171,1.225,1.238,1.061,1.117,-0.85
2015-05-21,1.009,0.975,-3.37,1.269,1.264,-0.394,1.139,-1.712
2015-05-22,1.01,0.981,-2.871,1.33,1.339,0.677,1.17,-0.855
2015-05-25,1.01,0.973,-3.663,1.41,1.433,1.631,1.21,-0.579
2015-05-26,1.01,0.962,-4.752,1.448,1.477,2.003,1.229,-0.773
2015-05-27,1.01,0.962,-4.752,1.426,1.455,2.034,1.218,-0.78
2015-05-28,1.011,0.965,-4.55,1.267,1.318,4.025,1.139,0.219
2015-05-29,1.011,0.954,-5.638,1.265,1.295,2.372,1.138,-1.186
2015-06-01,1.011,0.957,-5.341,1.363,1.401,2.788,1.187,-0.674
2015-06-02,1.011,0.959,-5.143,1.381,1.403,1.593,1.196,-1.254
2015-06-03,1.012,0.982,-2.964,1.368,1.371,0.219,1.19,-1.134
2015-06-04,1.012,0.978,-3.36,1.392,1.43,2.73,1.202,0.166
2015-06-05,1.012,0.982,-2.964,1.416,1.421,0.353,1.214,-1.03
2015-06-08,1.012,0.977,-3.458,1.488,1.545,3.831,1.25,0.88
2015-06-09,1.012,0.962,-4.941,1.434,1.51,5.3,1.223,1.063
2015-06-10,1.013,0.962,-5.035,1.405,1.461,3.986,1.209,0.207
2015-06-11,1.013,0.965,-4.738,1.391,1.432,2.948,1.202,-0.291
2015-06-12,1.013,0.964,-4.837,1.395,1.438,3.082,1.204,-0.249
2015-06-15,1.013,0.96,-5.232,1.339,1.373,2.539,1.176,-0.808
2015-06-16,1.014,0.965,-4.832,1.276,1.324,3.762,1.145,-0.044
2015-06-17,1.014,0.963,-5.03,1.304,1.339,2.684,1.159,-0.69
2015-06-18,1.014,0.958,-5.523,1.208,1.265,4.719,1.111,0.045
2015-06-19,1.014,0.955,-5.819,1.088,1.164,6.985,1.051,0.809
