date,netvalue(A),price(A),overload(A)(%),netvalue(B),price(B),overload(B)(%),basevalue,overload(overall)(%)
2015-01-05,1.054,1.106,4.934,1.22,1.185,-2.869,1.154,-0.052
2015-01-06,1.054,1.12,6.262,1.295,1.252,-3.32,1.199,0.017
2015-01-07,1.055,1.081,2.464,1.271,1.257,-1.101,1.184,0.22
2015-01-08,1.055,1.066,1.043,1.27,1.273,0.236,1.184,0.524
2015-01-09,1.055,1.062,0.664,1.265,1.231,-2.688,1.181,-1.49
2015-01-12,1.055,1.092,3.507,1.26,1.219,-3.254,1.178,-0.832
2015-01-13,1.055,1.093,3.602,1.305,1.253,-3.985,1.205,-1.328
2015-01-14,1.056,1.075,1.799,1.296,1.234,-4.784,1.2,-2.467
2015-01-15,1.056,1.139,7.86,1.3,1.251,-3.769,1.202,0.349
2015-01-16,1.056,1.096,3.788,1.327,1.283,-3.316,1.218,-0.805
2015-01-19,1.056,1.08,2.273,1.283,1.275,-0.624,1.192,0.419
2015-01-20,1.057,1.065,0.757,1.351,1.334,-1.258,1.233,-0.535
2015-01-21,1.057,1.07,1.23,1.388,1.358,-2.161,1.256,-1.051
2015-01-22,1.057,1.062,0.473,1.411,1.381,-2.126,1.269,-1.229
2015-01-23,1.057,1.06,0.284,1.385,1.355,-2.166,1.254,-1.356
2015-01-26,1.058,1.075,1.607,1.425,1.392,-2.316,1.278,-1.002
2015-01-27,1.058,1.076,1.701,1.438,1.399,-2.712,1.286,-1.26
2015-01-28,1.058,1.068,0.945,1.421,1.37,-3.589,1.276,-2.1
2015-01-29,1,1.07,7,1.413,1.378,-2.5,1.248,0.545
2015-01-30,1,1.07,7,1.388,1.381,-0.504,1.233,1.914
2015-02-02,1.001,1.039,3.796,1.379,1.344,-2.538,1.228,-0.489
2015-02-03,1.001,1.042,4.096,1.423,1.386,-2.6,1.254,-0.447
2015-02-04,1.001,1.05,4.895,1.417,1.37,-3.317,1.25,-0.64
2015-02-05,1.001,1.065,6.394,1.415,1.367,-3.392,1.249,-0.224
2015-02-06,1.001,1.05,4.895,1.377,1.333,-3.195,1.226,-0.506
2015-02-09,1.002,1.039,3.693,1.363,1.329,-2.494,1.219,-0.492
2015-02-10,1.002,1.056,5.389,1.399,1.334,-4.646,1.24,-1.387
2015-02-11,1.002,1.06,5.788,1.426,1.352,-5.189,1.256,-1.656
2015-02-12,1.002,1.062,5.988,1.439,1.368,-4.934,1.264,-1.456
2015-02-13,1.002,1.091,8.882,1.468,1.39,-5.313,1.282,-0.905
2015-02-16,1.003,1.103,9.97,1.519,1.444,-4.937,1.313,-0.411
2015-02-17,1.003,1.122,11.864,1.519,1.43,-5.859,1.313,-0.472
2015-02-25,1.004,1.121,11.653,1.498,1.421,-5.14,1.301,0
2015-02-26,1.004,1.11,10.558,1.512,1.415,-6.415,1.309,-1.222
2015-02-27,1.005,1.137,13.134,1.53,1.428,-6.667,1.32,-0.636
2015-03-02,1.005,1.138,13.234,1.569,1.458,-7.075,1.344,-1.042
2015-03-03,1.005,1.163,15.721,1.552,1.436,-7.474,1.333,-0.465
2015-03-04,1.005,1.158,15.224,1.587,1.453,-8.444,1.354,-1.403
2015-03-05,1.006,1.186,17.893,1.599,1.452,-9.193,1.361,-1.132
