date,netvalue(A),price(A),overload(A)(%),netvalue(B),price(B),overload(B)(%),basevalue,overload(overall)(%)
2015-01-05,1.004,0.831,-17.231,0.932,1.109,18.991,0.968,0.207
2015-01-06,1.004,0.835,-16.833,1.018,1.187,16.601,1.011,0
2015-01-07,1.004,0.833,-17.032,1,1.181,18.1,1.002,0.499
2015-01-08,1.005,0.837,-16.716,1.011,1.179,16.617,1.008,0
2015-01-09,1.005,0.839,-16.517,1.013,1.155,14.018,1.009,-1.189
2015-01-12,1.005,0.84,-16.418,1.045,1.185,13.397,1.025,-1.22
2015-01-13,1.005,0.838,-16.617,1.081,1.224,13.228,1.043,-1.151
2015-01-14,1.006,0.84,-16.501,1.058,1.203,13.705,1.032,-1.017
2015-01-15,1.006,0.85,-15.507,1.072,1.209,12.78,1.039,-0.914
2015-01-16,1.006,0.85,-15.507,1.168,1.305,11.729,1.087,-0.874
2015-01-19,1.006,0.848,-15.706,1.136,1.335,17.518,1.071,1.914
2015-01-20,1.006,0.847,-15.805,1.22,1.369,12.213,1.113,-0.449
2015-01-21,1.007,0.845,-16.087,1.257,1.506,19.809,1.132,3.843
2015-01-22,1.007,0.845,-16.087,1.257,1.563,24.344,1.132,6.36
2015-01-23,1.007,0.85,-15.591,1.203,1.407,16.958,1.105,2.127
2015-01-26,1.007,0.858,-14.796,1.275,1.403,10.039,1.141,-0.92
2015-01-27,1.008,0.87,-13.69,1.266,1.385,9.4,1.137,-0.836
2015-01-28,1.008,0.87,-13.69,1.256,1.4,11.465,1.132,0.265
2015-01-29,1.008,0.868,-13.889,1.24,1.361,9.758,1.124,-0.845
2015-01-30,1.008,0.863,-14.385,1.216,1.34,10.197,1.112,-0.944
2015-02-02,1.009,0.863,-14.47,1.229,1.352,10.008,1.119,-1.028
2015-02-03,1.009,0.87,-13.776,1.291,1.415,9.605,1.15,-0.652
2015-02-04,1.009,0.873,-13.479,1.289,1.41,9.387,1.149,-0.653
2015-02-05,1.009,0.876,-13.181,1.343,1.466,9.159,1.176,-0.425
2015-02-06,1.009,0.878,-12.983,1.305,1.412,8.199,1.157,-1.037
2015-02-09,1.01,0.879,-12.97,1.272,1.391,9.355,1.141,-0.526
2015-02-10,1.01,0.878,-13.069,1.33,1.442,8.421,1.17,-0.855
2015-02-11,1.01,0.885,-12.376,1.382,1.48,7.091,1.196,-1.129
2015-02-12,1.01,0.889,-11.98,1.404,1.509,7.479,1.207,-0.663
2015-02-13,1.01,0.914,-9.505,1.478,1.548,4.736,1.244,-1.045
2015-02-16,1.011,0.905,-10.485,1.617,1.703,5.318,1.314,-0.761
2015-02-17,1.011,0.897,-11.276,1.621,1.73,6.724,1.316,-0.19
2015-02-25,1.012,0.912,-9.881,1.532,1.62,5.744,1.272,-0.472
2015-02-26,1.012,0.921,-8.992,1.554,1.626,4.633,1.283,-0.74
2015-02-27,1.012,0.924,-8.696,1.614,1.674,3.717,1.313,-1.066
2015-03-02,1.013,0.913,-9.872,1.657,1.723,3.983,1.335,-1.273
2015-03-03,1.013,0.91,-10.168,1.595,1.681,5.392,1.304,-0.652
2015-03-04,1.013,0.91,-10.168,1.669,1.784,6.89,1.341,0.447
2015-03-05,1.013,0.903,-10.859,1.661,1.758,5.84,1.337,-0.486
2015-03-06,1.014,0.915,-9.763,1.578,1.665,5.513,1.296,-0.463
2015-03-09,1.014,0.921,-9.172,1.628,1.697,4.238,1.321,-0.908
2015-03-10,1.014,0.923,-8.974,1.688,1.748,3.555,1.351,-1.147
2015-03-11,1.014,0.933,-7.988,1.68,1.741,3.631,1.347,-0.742
2015-03-12,1.014,0.94,-7.298,1.668,1.723,3.297,1.341,-0.708
2015-03-13,1.015,0.944,-6.995,1.715,1.756,2.391,1.365,-1.099
2015-03-16,1.015,0.945,-6.897,1.835,1.863,1.526,1.425,-1.474
2015-03-17,1.015,0.945,-6.897,1.833,1.892,3.219,1.424,-0.386
2015-03-18,1.015,0.949,-6.502,1.905,1.957,2.73,1.46,-0.479
2015-03-19,1.016,0.935,-7.972,1.898,1.975,4.057,1.457,-0.137
2015-03-20,1.016,0.922,-9.252,1.948,2.068,6.16,1.482,0.877
